employee_id	entered_at	enter_for
9872	1598286728	bathroom
8623	1598271848	bathroom
9812	1598283608	reports
9872	1598310008	suppliement
9872	1598297588	reports
9812	1598274848	call
1267	1598312408	suppliement
9812	1598272748	suppliement
3478	1598290568	lunch
2009	1598298188	bathroom
1002	1598293568	meeting
92873	1598311928	bathroom
2009	1598281688	payment
5432	1598303108	meeting
8623	1598310548	payment
92873	1598312228	suppliement
1267	1598306168	payment
1002	1598291048	lunch
8623	1598271848	meeting
9823	1598298968	lunch
5432	1598286308	bathroom
3478	1598272568	lunch
9872	1598284148	call
8623	1598302628	call
8623	1598271368	lunch
2009	1598284328	bathroom
8623	1598284988	lunch
5432	1598279108	bathroom
1002	1598311028	call
9812	1598286548	lunch
9812	1598273708	bathroom
5432	1598273768	call
9812	1598301908	call
9812	1598285648	reports
9812	1598281808	lunch
1267	1598300108	meeting
92873	1598295728	bathroom
92873	1598277188	suppliement
92873	1598306228	bathroom
3478	1598304608	bathroom
8623	1598283248	bathroom
9812	1598298368	meeting
9812	1598272088	payment
2009	1598309768	lunch
1267	1598290568	meeting
1002	1598287148	call
1267	1598289848	call
1002	1598308208	call
1267	1598302208	suppliement
2009	1598271188	meeting
3478	1598272148	bathroom
8623	1598288648	suppliement
9823	1598313248	reports
1267	1598310368	bathroom
1002	1598271908	payment
5432	1598312768	call
3478	1598308328	reports
9823	1598271968	suppliement
92873	1598288168	lunch
92873	1598310428	meeting
9812	1598280188	call
9823	1598289188	meeting
5432	1598297648	payment
8623	1598295848	reports
2009	1598276768	meeting
1002	1598281628	meeting
9812	1598301548	reports
3478	1598272568	reports
9872	1598283008	bathroom
8623	1598277548	call
9812	1598293388	meeting
9823	1598271188	meeting
9823	1598272448	call
1002	1598293028	call
1002	1598292848	bathroom
5432	1598307908	payment
1267	1598305268	reports
2009	1598279168	payment
5432	1598290868	reports
9812	1598306528	suppliement
9872	1598292848	suppliement
1002	1598275808	suppliement
1002	1598306468	meeting
8623	1598304548	lunch
92873	1598312888	lunch
5432	1598294768	bathroom
8623	1598307128	reports
9812	1598274368	bathroom
92873	1598309528	suppliement
92873	1598293448	meeting
1002	1598310308	suppliement
9812	1598290268	lunch
2009	1598306048	payment
1267	1598291948	reports
3478	1598270408	payment
3478	1598304488	meeting
2009	1598310188	payment
9872	1598277728	payment
5432	1598278328	call
9872	1598293748	payment
9823	1598272688	bathroom
1267	1598294468	suppliement
92873	1598276828	payment
1002	1598302628	bathroom
1267	1598275868	meeting
3478	1598272268	suppliement
3478	1598295608	call
9812	1598291288	payment
92873	1598294948	suppliement
8623	1598280668	payment
8623	1598306288	reports
1267	1598294828	suppliement
2009	1598294408	lunch
9872	1598292668	call
9812	1598296328	suppliement
9812	1598302808	suppliement
9812	1598302988	meeting
2009	1598291168	lunch
1267	1598298368	meeting
1002	1598311268	meeting
1267	1598310488	call
3478	1598274008	payment
9812	1598295548	call
1002	1598281148	suppliement
9872	1598302208	bathroom
9812	1598309708	call
9812	1598282708	payment
9823	1598289668	lunch
9823	1598308688	lunch
5432	1598305568	reports
9812	1598293748	lunch
9823	1598271608	call
9872	1598274488	call
5432	1598300108	suppliement
9812	1598301488	lunch
9823	1598301788	lunch
92873	1598279168	payment
1002	1598284508	payment
1002	1598313008	suppliement
3478	1598301128	meeting
9812	1598281748	meeting
2009	1598308328	call
3478	1598275808	meeting
2009	1598281568	suppliement
1267	1598287748	bathroom
3478	1598309348	call
5432	1598305748	meeting
9823	1598300888	payment
92873	1598286608	lunch
3478	1598281748	bathroom
8623	1598279648	meeting
5432	1598275928	bathroom
2009	1598302988	suppliement
9823	1598270648	suppliement
92873	1598292128	bathroom
9872	1598303168	suppliement
1267	1598303708	reports
1267	1598275208	reports
3478	1598298728	call
8623	1598296568	bathroom
5432	1598306288	meeting
92873	1598295068	payment
5432	1598297228	suppliement
92873	1598285228	payment
3478	1598305208	payment
2009	1598297048	call
9812	1598299328	bathroom
3478	1598298608	lunch
1002	1598294768	bathroom
2009	1598280248	meeting
9823	1598297348	meeting
2009	1598305088	payment
5432	1598273768	bathroom
92873	1598298488	meeting
1002	1598306708	meeting
1002	1598300288	bathroom
9872	1598275568	meeting
9823	1598282348	meeting
9872	1598283968	payment
8623	1598287868	payment
92873	1598304848	suppliement
1002	1598284268	reports
9823	1598289788	meeting
9872	1598287808	payment
2009	1598296148	meeting
9823	1598288288	reports
2009	1598301488	lunch
8623	1598276168	payment
92873	1598280788	call
8623	1598271368	lunch
9823	1598280668	suppliement
9872	1598290328	meeting
9823	1598301968	bathroom
1267	1598292068	lunch
9823	1598302508	meeting
8623	1598294168	reports
92873	1598307248	suppliement
3478	1598308628	reports
3478	1598277908	bathroom
2009	1598287988	payment
5432	1598280788	suppliement
9823	1598312588	meeting
9823	1598287748	lunch
8623	1598282828	call
92873	1598270948	payment
9872	1598290028	suppliement
9872	1598275628	meeting
9812	1598311568	meeting
9823	1598277968	bathroom
9812	1598275088	reports
9872	1598285228	suppliement
9872	1598277428	meeting
1002	1598294648	lunch
5432	1598299328	bathroom
1002	1598279108	suppliement
5432	1598283248	payment
2009	1598273048	bathroom
5432	1598271788	bathroom
9812	1598283788	bathroom
1267	1598273588	lunch
9872	1598310788	meeting
1002	1598311028	payment
9823	1598296448	call
3478	1598271968	call
5432	1598279948	payment
9872	1598279048	bathroom
9823	1598308328	meeting
92873	1598274368	bathroom
3478	1598282888	bathroom
8623	1598298308	call
1002	1598296748	call
92873	1598293328	lunch
9823	1598290148	bathroom
3478	1598285348	bathroom
1002	1598289068	suppliement
1267	1598304968	bathroom
2009	1598273948	reports
92873	1598272568	lunch
5432	1598305388	reports
2009	1598298968	call
1002	1598291528	lunch
5432	1598288048	suppliement
8623	1598293148	reports
1002	1598312768	call
92873	1598291168	suppliement
8623	1598309648	lunch
1267	1598285168	lunch
9872	1598294888	reports
8623	1598293028	bathroom
3478	1598281868	lunch
92873	1598287448	call
9812	1598296988	bathroom
8623	1598296388	call
9872	1598291648	lunch
9823	1598285048	suppliement
9812	1598271848	meeting
3478	1598273648	suppliement
9823	1598296508	meeting
8623	1598282048	bathroom
9872	1598271248	reports
2009	1598271428	call
1002	1598309348	payment
92873	1598284628	lunch
9812	1598271428	payment
1002	1598300108	bathroom
5432	1598313368	payment
1267	1598285648	reports
9812	1598299988	bathroom
9823	1598301248	call
1002	1598292308	reports
9872	1598273048	bathroom
3478	1598301368	bathroom
9823	1598283968	lunch
8623	1598289308	lunch
1002	1598306108	suppliement
9872	1598288168	call
8623	1598310128	call
1267	1598295128	bathroom
2009	1598311628	meeting
9872	1598303108	suppliement
1267	1598308808	suppliement
1267	1598301668	payment
92873	1598293508	bathroom
92873	1598283668	suppliement
92873	1598304308	suppliement
9823	1598298548	reports
92873	1598274968	bathroom
9872	1598288048	payment
5432	1598272088	call
1002	1598285228	payment
5432	1598298788	meeting
9823	1598277848	suppliement
9812	1598276888	call
8623	1598302748	lunch
1267	1598283368	lunch
1267	1598307308	payment
3478	1598304008	lunch
9812	1598278748	meeting
2009	1598275028	lunch
5432	1598288408	suppliement
2009	1598290328	lunch
2009	1598310368	reports
8623	1598307068	suppliement
5432	1598278628	suppliement
9872	1598277308	call
3478	1598305388	suppliement
9823	1598303288	meeting
5432	1598306588	reports
9872	1598308448	payment
92873	1598294048	bathroom
9823	1598308088	reports
9812	1598305748	reports
2009	1598290988	lunch
5432	1598306468	bathroom
92873	1598310668	call
5432	1598291408	payment
9872	1598287268	meeting
2009	1598286608	call
9823	1598294828	payment
3478	1598300588	bathroom
1002	1598311448	payment
92873	1598285528	reports
3478	1598305208	lunch
3478	1598297468	suppliement
1267	1598277428	lunch
2009	1598293688	bathroom
9872	1598288408	meeting
9823	1598310368	suppliement
2009	1598288948	reports
1002	1598295788	suppliement
1002	1598299508	bathroom
1267	1598279588	bathroom
1002	1598288948	bathroom
2009	1598275328	bathroom
9872	1598312888	lunch
92873	1598284448	meeting
9872	1598279528	reports
9872	1598278448	bathroom
9812	1598294228	call
9823	1598308748	bathroom
9872	1598311028	meeting
9872	1598274308	bathroom
8623	1598283608	reports
3478	1598287508	payment
5432	1598289728	payment
92873	1598309528	lunch
5432	1598293448	payment
92873	1598282648	suppliement
9812	1598291948	lunch
1267	1598301848	suppliement
1002	1598279048	reports
92873	1598289008	suppliement
8623	1598311088	suppliement
9872	1598290808	suppliement
5432	1598283488	bathroom
2009	1598291708	call
9823	1598303108	call
5432	1598296448	reports
2009	1598298128	suppliement
8623	1598311148	call
5432	1598278448	meeting
9812	1598292128	call
5432	1598280548	suppliement
1267	1598288648	call
92873	1598298188	bathroom
9823	1598288228	payment
8623	1598305808	lunch
9812	1598307668	suppliement
2009	1598294108	meeting
92873	1598303888	call
5432	1598299508	payment
8623	1598281688	meeting
2009	1598303888	call
92873	1598281808	reports
1267	1598279228	reports
5432	1598313308	payment
9812	1598302448	reports
5432	1598300468	bathroom
9823	1598297108	lunch
5432	1598302028	meeting
2009	1598293988	payment
8623	1598273648	suppliement
1002	1598285468	call
92873	1598275328	meeting
8623	1598292248	call
9823	1598283668	payment
3478	1598287808	reports
9823	1598271308	lunch
9823	1598309468	call
5432	1598276828	lunch
92873	1598281748	suppliement
2009	1598290988	suppliement
3478	1598295788	call
1002	1598290268	reports
9812	1598287328	lunch
8623	1598303288	reports
9872	1598288228	suppliement
1267	1598286428	call
5432	1598297468	meeting
2009	1598305088	meeting
1002	1598312108	reports
5432	1598290388	call
8623	1598293928	suppliement
92873	1598283128	call
1002	1598273108	suppliement
9812	1598293928	meeting
2009	1598274188	call
8623	1598287808	lunch
9872	1598305388	bathroom
9823	1598276348	reports
92873	1598274668	bathroom
1267	1598299448	bathroom
9823	1598301008	payment
3478	1598305268	lunch
1002	1598281688	lunch
9812	1598282588	bathroom
1002	1598292908	call
1002	1598311988	meeting
9812	1598307788	lunch
5432	1598277248	suppliement
8623	1598309468	reports
92873	1598281868	bathroom
9812	1598275808	meeting
8623	1598278808	payment
8623	1598271548	lunch
9823	1598277128	payment
92873	1598274728	bathroom
5432	1598282648	reports
1002	1598298008	bathroom
9823	1598299028	call
2009	1598294888	payment
1267	1598274548	meeting
92873	1598297468	payment
2009	1598273888	payment
2009	1598294168	lunch
92873	1598292788	payment
3478	1598275448	bathroom
9823	1598284448	reports
1267	1598281988	reports
9872	1598296988	bathroom
92873	1598270648	meeting
5432	1598282948	suppliement
9872	1598284568	reports
9872	1598304128	suppliement
5432	1598285828	call
3478	1598306408	reports
2009	1598296688	suppliement
1267	1598278868	reports
2009	1598310908	payment
1002	1598270588	payment
1267	1598282048	meeting
92873	1598298548	call
1002	1598279528	reports
92873	1598277368	call
5432	1598287988	reports
1002	1598291768	lunch
3478	1598277608	reports
9812	1598275388	lunch
1267	1598310668	reports
1267	1598279288	meeting
9823	1598287688	call
8623	1598271368	suppliement
8623	1598291468	bathroom
9812	1598270648	suppliement
1002	1598288288	meeting
1002	1598283068	call
3478	1598287268	lunch
92873	1598273108	reports
3478	1598285408	call
5432	1598297528	meeting
1267	1598300708	bathroom
9812	1598313248	lunch
1267	1598293388	call
8623	1598283728	suppliement
92873	1598282888	lunch
5432	1598311088	lunch
8623	1598303288	call
8623	1598310428	payment
2009	1598312708	bathroom
92873	1598272928	call
5432	1598285768	reports
1002	1598312168	payment
2009	1598308448	lunch
9823	1598279828	call
5432	1598298248	suppliement
9872	1598311808	reports
9823	1598274728	lunch
9823	1598311208	call
3478	1598312768	meeting
9823	1598276528	payment
8623	1598294528	call
92873	1598305808	reports
9872	1598279948	suppliement
92873	1598290508	payment
9823	1598285408	payment
9823	1598275328	payment
92873	1598294708	suppliement
1267	1598284988	call
2009	1598280428	call
2009	1598282948	suppliement
8623	1598296988	reports
9823	1598283668	bathroom
1002	1598270588	reports
9872	1598293388	reports
9812	1598309288	meeting
92873	1598277068	bathroom
5432	1598270528	lunch
9812	1598302748	lunch
2009	1598298848	reports
9812	1598288828	payment
5432	1598295728	payment
8623	1598303408	lunch
8623	1598308208	meeting
8623	1598309408	call
9872	1598295068	call
5432	1598293568	bathroom
8623	1598279948	meeting
92873	1598302988	payment
3478	1598308568	meeting
1267	1598308448	bathroom
5432	1598270768	lunch
3478	1598280308	suppliement
3478	1598291348	payment
9872	1598304908	payment
1002	1598311928	lunch
8623	1598270768	meeting
5432	1598280788	payment
9823	1598303228	lunch
3478	1598285408	suppliement
8623	1598297408	call
8623	1598295248	suppliement
3478	1598297888	reports
9823	1598306348	reports
9823	1598303648	bathroom
9872	1598271008	call
92873	1598302688	reports
1002	1598276588	lunch
5432	1598295848	bathroom
2009	1598293088	bathroom
3478	1598308328	call
9812	1598296688	payment
92873	1598286548	lunch
9872	1598289608	suppliement
8623	1598296688	payment
92873	1598279288	lunch
92873	1598301068	meeting
2009	1598298188	lunch
5432	1598279168	call
9823	1598276648	call
1002	1598309648	meeting
9823	1598282648	reports
2009	1598298608	payment
5432	1598294528	suppliement
9823	1598308688	bathroom
9823	1598290148	suppliement
1002	1598274548	lunch
2009	1598306228	suppliement
5432	1598292608	reports
92873	1598294948	bathroom
5432	1598290028	lunch
92873	1598273708	reports
1267	1598303228	reports
8623	1598297648	suppliement
8623	1598312768	bathroom
9812	1598271488	payment
9812	1598299568	payment
1002	1598306948	call
9812	1598303468	payment
9823	1598309168	call
5432	1598272508	reports
1002	1598291108	bathroom
1002	1598294288	lunch
8623	1598301848	meeting
1002	1598309468	payment
9872	1598308568	call
9872	1598297408	meeting
5432	1598298788	suppliement
8623	1598280428	lunch
9812	1598304728	lunch
9872	1598270768	bathroom
1002	1598283368	suppliement
9872	1598304668	meeting
1267	1598295308	bathroom
1267	1598293148	payment
1267	1598304308	reports
5432	1598297468	lunch
2009	1598287808	call
8623	1598285648	reports
3478	1598303108	reports
9872	1598282468	lunch
3478	1598285828	payment
8623	1598298128	payment
92873	1598281688	suppliement
9872	1598281568	lunch
9812	1598276348	bathroom
8623	1598273108	lunch
9872	1598300048	bathroom
2009	1598292128	call
9872	1598288708	suppliement
3478	1598299868	payment
1267	1598311148	suppliement
9823	1598309108	reports
9872	1598285108	reports
2009	1598310068	reports
8623	1598295008	bathroom
2009	1598271548	bathroom
3478	1598277728	reports
1002	1598295728	payment
92873	1598280668	meeting
2009	1598298848	suppliement
1267	1598304308	payment
1267	1598307128	reports
8623	1598312168	meeting
1002	1598274368	reports
1267	1598285168	bathroom
2009	1598299088	lunch
1267	1598302208	meeting
92873	1598288768	suppliement
92873	1598289008	payment
1002	1598297648	payment
92873	1598289188	payment
1002	1598271968	call
1267	1598303528	payment
9872	1598277068	suppliement
9872	1598272388	lunch
1002	1598270768	suppliement
1002	1598274068	bathroom
5432	1598283668	reports
2009	1598302088	reports
9823	1598289188	bathroom
5432	1598274848	reports
2009	1598307068	lunch
9872	1598312468	call
2009	1598299268	meeting
1002	1598270828	meeting
92873	1598285168	bathroom
8623	1598275028	bathroom
3478	1598289968	suppliement
9812	1598300828	call
9812	1598275328	reports
1002	1598270468	meeting
8623	1598299808	payment
1267	1598287568	suppliement
92873	1598285048	bathroom
1002	1598305328	payment
9812	1598281508	payment
2009	1598293148	lunch
3478	1598272148	call
92873	1598278268	reports
9872	1598299748	bathroom
8623	1598280308	meeting
3478	1598310608	lunch
8623	1598307068	bathroom
8623	1598271008	suppliement
9872	1598293628	lunch
92873	1598310968	reports
9812	1598306048	suppliement
2009	1598278988	payment
5432	1598303768	payment
1267	1598293088	reports
9872	1598293508	reports
1267	1598277488	payment
3478	1598275928	meeting
9823	1598299868	lunch
1002	1598310008	lunch
5432	1598275088	suppliement
9812	1598311088	suppliement
3478	1598297828	meeting
9823	1598271728	payment
92873	1598272988	meeting
9812	1598309768	call
9872	1598285228	suppliement
3478	1598290148	payment
9823	1598312648	bathroom
1002	1598293688	payment
2009	1598279108	meeting
5432	1598273168	reports
2009	1598278268	lunch
1267	1598274248	call
8623	1598292128	payment
9872	1598297228	meeting
5432	1598281508	reports
1002	1598284328	payment
8623	1598295488	reports
2009	1598290688	meeting
8623	1598284088	bathroom
1002	1598282288	lunch
8623	1598291948	suppliement
9872	1598304008	call
92873	1598297228	suppliement
92873	1598308928	suppliement
5432	1598280128	reports
1267	1598297168	lunch
1002	1598286548	suppliement
9872	1598285768	bathroom
1267	1598304668	payment
5432	1598313248	call
5432	1598284088	lunch
9823	1598282228	lunch
1267	1598288408	call
8623	1598284508	suppliement
9872	1598293688	lunch
9872	1598288348	bathroom
9812	1598272448	suppliement
1267	1598313428	meeting
9823	1598297708	payment
1002	1598286008	call
9872	1598301968	bathroom
92873	1598285768	meeting
5432	1598273108	meeting
8623	1598281148	bathroom
9823	1598294948	reports
2009	1598303888	suppliement
9823	1598288768	suppliement
9872	1598295368	lunch
92873	1598301788	call
9812	1598308628	bathroom
92873	1598277128	meeting
1002	1598280968	reports
9812	1598284748	payment
3478	1598282648	reports
8623	1598275268	bathroom
8623	1598300708	meeting
8623	1598281568	payment
1267	1598311088	call
8623	1598304788	call
9872	1598276468	lunch
5432	1598296748	reports
9823	1598296508	meeting
9872	1598303348	call
8623	1598297528	call
9812	1598294768	lunch
9823	1598300408	call
9812	1598312768	call
92873	1598301668	lunch
9872	1598279888	meeting
92873	1598303108	lunch
2009	1598275268	meeting
1002	1598290388	payment
5432	1598277788	payment
5432	1598296868	payment
1002	1598302928	bathroom
5432	1598304908	suppliement
92873	1598283368	payment
9823	1598279348	payment
9823	1598293448	bathroom
2009	1598301908	suppliement
9812	1598293448	suppliement
5432	1598290988	suppliement
1002	1598290568	call
9823	1598296328	payment
9872	1598299568	bathroom
8623	1598293568	payment
9872	1598282528	meeting
8623	1598291048	reports
8623	1598308928	suppliement
92873	1598271548	suppliement
9872	1598299988	reports
1002	1598289428	lunch
9823	1598278808	payment
9812	1598284268	call
9812	1598298128	reports
5432	1598278508	lunch
1267	1598303888	call
3478	1598294168	suppliement
1002	1598305088	lunch
1267	1598298248	suppliement
5432	1598284448	suppliement
9823	1598299568	suppliement
1002	1598295968	call
5432	1598275028	suppliement
3478	1598303888	lunch
5432	1598299508	reports
1002	1598283188	payment
92873	1598300168	meeting
3478	1598290328	bathroom
2009	1598286128	lunch
1002	1598311568	bathroom
3478	1598276588	lunch
3478	1598290148	call
9823	1598279528	meeting
8623	1598292128	bathroom
9812	1598310248	bathroom
1267	1598307908	payment
8623	1598303768	call
2009	1598306588	meeting
9812	1598311028	meeting
9823	1598305688	reports
9872	1598270648	call
9872	1598294828	reports
92873	1598306168	suppliement
9872	1598292908	call
3478	1598296328	bathroom
3478	1598309948	meeting
9812	1598280488	payment
92873	1598302748	lunch
92873	1598313368	bathroom
92873	1598290808	reports
9872	1598290448	call
3478	1598305748	lunch
92873	1598283008	reports
9872	1598312288	lunch
1002	1598277188	bathroom
1267	1598288348	reports
9872	1598275568	bathroom
5432	1598294108	meeting
8623	1598297828	lunch
1267	1598287988	payment
2009	1598285828	payment
5432	1598288708	meeting
2009	1598309948	call
9812	1598281808	payment
9872	1598294528	lunch
1002	1598302868	lunch
1267	1598281028	payment
92873	1598309888	suppliement
3478	1598306768	lunch
1002	1598304308	lunch
1267	1598281028	reports
9823	1598277668	suppliement
3478	1598284688	lunch
1002	1598273408	lunch
92873	1598293688	call
92873	1598278508	call
8623	1598302748	lunch
9812	1598275268	lunch
3478	1598298068	payment
3478	1598271128	reports
1002	1598301488	meeting
8623	1598305208	payment
8623	1598270588	suppliement
5432	1598294408	suppliement
2009	1598275388	meeting
9872	1598291048	bathroom
2009	1598294588	payment
1267	1598286308	bathroom
3478	1598290748	reports
9872	1598285408	suppliement
9812	1598297348	suppliement
9823	1598296988	lunch
9812	1598285228	lunch
1002	1598300768	bathroom
2009	1598294408	call
2009	1598293388	bathroom
1267	1598304428	bathroom
9812	1598277668	reports
5432	1598284868	lunch
1002	1598297288	meeting
1267	1598280128	call
9872	1598288228	payment
3478	1598310608	call
1002	1598285228	lunch
92873	1598299808	meeting
9812	1598308748	reports
8623	1598278088	suppliement
1267	1598306048	payment
5432	1598281208	call
92873	1598309168	meeting
3478	1598291528	meeting
9872	1598287808	meeting
9872	1598284868	lunch
2009	1598302208	reports
3478	1598308208	reports
1267	1598281748	suppliement
3478	1598284868	meeting
8623	1598306828	payment
5432	1598311508	payment
5432	1598292548	meeting
1002	1598275328	meeting
8623	1598299028	meeting
3478	1598313548	call
2009	1598293508	bathroom
1002	1598279588	meeting
9823	1598274668	meeting
1267	1598285708	meeting
9812	1598271248	suppliement
1267	1598308628	lunch
3478	1598281148	payment
1002	1598311268	lunch
9872	1598278268	call
9823	1598312168	payment
1002	1598296988	reports
5432	1598278628	meeting
8623	1598298848	meeting
1002	1598273048	meeting
9812	1598297348	lunch
9872	1598300948	meeting
3478	1598275508	suppliement
9812	1598299568	call
92873	1598286428	call
5432	1598289368	reports
9872	1598277968	call
3478	1598303108	reports
1267	1598280248	lunch
9812	1598275388	meeting
2009	1598303468	call
5432	1598312528	call
1267	1598311208	suppliement
8623	1598306768	payment
3478	1598289788	payment
1002	1598312948	payment
8623	1598298128	suppliement
9872	1598299568	lunch
92873	1598274188	reports
8623	1598277188	call
2009	1598309228	payment
3478	1598288468	meeting
9872	1598281568	payment
1267	1598307908	lunch
92873	1598304788	bathroom
9872	1598279828	bathroom
9812	1598302568	suppliement
2009	1598309768	reports
9823	1598310668	meeting
8623	1598285948	meeting
8623	1598293928	reports
9872	1598310548	lunch
9872	1598285468	payment
9872	1598283968	bathroom
1002	1598274728	payment
9872	1598282468	lunch
92873	1598287988	payment
92873	1598311628	reports
3478	1598283068	lunch
8623	1598295548	reports
9823	1598295428	meeting
5432	1598290988	call
9823	1598271308	lunch
1002	1598307368	meeting
2009	1598273828	bathroom
5432	1598289368	call
9812	1598272748	payment
9823	1598283008	payment
3478	1598285168	call
2009	1598280128	meeting
9872	1598281988	bathroom
1267	1598292248	suppliement
9812	1598274788	meeting
1002	1598281928	meeting
92873	1598311328	lunch
9823	1598308028	payment
1002	1598295488	bathroom
92873	1598296508	meeting
9812	1598276588	call
92873	1598283068	bathroom
9823	1598285108	bathroom
92873	1598296328	call
2009	1598286548	meeting
8623	1598273528	call
1267	1598276408	bathroom
9823	1598307308	reports
5432	1598287268	suppliement
1002	1598288168	suppliement
3478	1598308148	payment
1002	1598293868	call
92873	1598293508	call
1267	1598296808	suppliement
9872	1598310488	bathroom
2009	1598295608	lunch
3478	1598298128	suppliement
8623	1598309288	payment
9812	1598287328	meeting
9823	1598309288	call
1267	1598302028	lunch
92873	1598311868	call
1002	1598311868	suppliement
9872	1598273408	call
2009	1598285708	meeting
9872	1598271188	call
3478	1598313188	lunch
92873	1598308808	payment
9812	1598307488	lunch
8623	1598296448	bathroom
1002	1598278448	payment
9872	1598293508	lunch
1002	1598283248	payment
5432	1598279108	bathroom
1267	1598309288	lunch
92873	1598302568	call
92873	1598305868	reports
8623	1598271728	call
8623	1598296628	lunch
5432	1598311568	payment
5432	1598296748	payment
1002	1598302628	call
1002	1598276768	lunch
3478	1598284328	lunch
9812	1598312408	call
9872	1598312828	bathroom
2009	1598298188	call
3478	1598291888	meeting
3478	1598298908	bathroom
9812	1598287028	meeting
8623	1598311328	lunch
8623	1598304068	payment
5432	1598273108	suppliement
1002	1598271848	payment
1002	1598302988	bathroom
1002	1598305988	bathroom
2009	1598280008	lunch
5432	1598288228	meeting
3478	1598277248	reports
8623	1598293508	meeting
1267	1598293748	reports
3478	1598283668	call
9812	1598294348	lunch
9872	1598278748	meeting
1267	1598300648	lunch
9823	1598279528	meeting
3478	1598273468	reports
5432	1598294828	call
1267	1598277068	lunch
9823	1598281088	lunch
9872	1598286428	reports
8623	1598303888	payment
92873	1598288588	meeting
9823	1598272268	lunch
9823	1598299268	bathroom
9812	1598293568	reports
92873	1598297048	payment
8623	1598306048	call
2009	1598297048	payment
1267	1598290268	suppliement
9872	1598287988	call
1267	1598298668	reports
1267	1598299208	payment
2009	1598308988	meeting
9872	1598276708	lunch
9872	1598279588	suppliement
2009	1598298128	lunch
5432	1598275928	meeting
5432	1598275088	lunch
1267	1598301368	suppliement
1267	1598293808	reports
1267	1598308508	meeting
9872	1598305568	payment
5432	1598277428	meeting
9823	1598280248	lunch
9872	1598283548	suppliement
9872	1598276948	meeting
8623	1598308988	lunch
9872	1598280188	call
92873	1598289188	lunch
2009	1598272028	payment
3478	1598285768	suppliement
1267	1598284868	suppliement
9872	1598294288	meeting
92873	1598300228	reports
9812	1598292788	payment
1002	1598274548	bathroom
8623	1598304428	reports
1267	1598271128	reports
3478	1598294228	meeting
5432	1598298308	bathroom
9812	1598295128	meeting
9872	1598276708	suppliement
5432	1598284028	meeting
9872	1598298728	call
1002	1598304308	payment
5432	1598272148	payment
2009	1598296628	suppliement
1267	1598289968	reports
1267	1598306168	meeting
1267	1598310188	payment
1267	1598282708	suppliement
9812	1598303348	call
92873	1598280488	payment
9872	1598285108	meeting
9823	1598274308	bathroom
8623	1598286908	payment
92873	1598273288	meeting
9872	1598288768	reports
3478	1598299628	lunch
9823	1598274848	bathroom
5432	1598303888	call
5432	1598282948	suppliement
1002	1598311148	bathroom
9812	1598284628	suppliement
5432	1598304668	call
1002	1598283548	lunch
1267	1598301008	payment
2009	1598289308	reports
1002	1598274248	meeting
3478	1598272148	call
1002	1598299928	meeting
9812	1598303168	meeting
9823	1598307008	lunch
9872	1598312288	bathroom
8623	1598308208	meeting
5432	1598292908	reports
8623	1598277188	suppliement
8623	1598306528	reports
5432	1598281448	reports
92873	1598282408	suppliement
1267	1598312168	lunch
2009	1598300348	bathroom
5432	1598272028	bathroom
8623	1598273888	payment
8623	1598284868	payment
9872	1598281208	reports
3478	1598310728	lunch
2009	1598276348	bathroom
9872	1598279168	suppliement
8623	1598280488	call
8623	1598293628	suppliement
9872	1598295368	payment
3478	1598307188	lunch
5432	1598271068	suppliement
1002	1598279108	meeting
9823	1598309888	payment
5432	1598278148	reports
3478	1598280668	lunch
9812	1598276828	lunch
3478	1598302208	meeting
92873	1598277728	bathroom
9812	1598306768	payment
9823	1598295848	suppliement
2009	1598295908	lunch
8623	1598303888	payment
9872	1598289368	meeting
92873	1598273108	lunch
3478	1598302328	bathroom
9872	1598292008	call
8623	1598281928	payment
8623	1598271728	call
8623	1598304668	call
1267	1598291348	suppliement
1267	1598292428	lunch
8623	1598311988	bathroom
1002	1598302508	lunch
8623	1598285048	bathroom
5432	1598292008	suppliement
1267	1598307128	payment
2009	1598305988	call
1267	1598300948	payment
8623	1598301308	lunch
3478	1598308088	call
9872	1598295068	suppliement
9823	1598290028	lunch
1002	1598274428	bathroom
9823	1598306528	meeting
1002	1598285768	suppliement
9812	1598289548	lunch
8623	1598291708	meeting
8623	1598287508	suppliement
1002	1598291228	suppliement
1267	1598285768	suppliement
92873	1598289548	reports
92873	1598310248	payment
9872	1598299268	payment
9812	1598288528	meeting
5432	1598277368	bathroom
5432	1598297528	suppliement
3478	1598303468	meeting
8623	1598304908	payment
8623	1598285168	bathroom
9812	1598286728	meeting
2009	1598311388	suppliement
9812	1598295368	reports
1002	1598308088	meeting
2009	1598270708	meeting
92873	1598272568	reports
92873	1598283788	payment
1002	1598272028	meeting
2009	1598309528	reports
1002	1598304548	meeting
3478	1598293688	meeting
2009	1598307848	payment
92873	1598295488	call
9872	1598302808	payment
5432	1598290208	suppliement
9812	1598276888	bathroom
8623	1598313248	bathroom
5432	1598288408	suppliement
1267	1598309228	bathroom
92873	1598272448	call
5432	1598276768	payment
92873	1598299208	lunch
9812	1598299508	suppliement
8623	1598299028	payment
1002	1598289068	suppliement
9823	1598280788	lunch
1267	1598273168	bathroom
1267	1598296388	call
3478	1598312228	reports
9812	1598283488	reports
92873	1598274488	payment
9823	1598286548	payment
9812	1598288408	call
9872	1598273828	bathroom
9823	1598294528	reports
2009	1598286488	lunch
